Prompt,Response
"Massive incident on Glenn Mews Road, it's a rear-end collisions involving a car and a motorcycle. There's chaos, and people are trying to help. Near Changi Airport, lamp post number 74.","Location of the incident: Glenn Mews Road
Prominent landmarks: Changi Airport
Expressway: NA
Nearby lamp post numbers: 74
Casualties: NA
Nature of traffic accident: Rear-end Collisions
Hazards or obstructions: NA
Vehicles involved: a car and a motorcycle
Actions taken by bystanders: NA
State of casualties involved in the accident: NA"
"Massive incident on Melinda River Road, it's a rear-end collisions involving 3 cars in a pile-up. There's chaos, and people are trying to help. Near Gardens by the Bay, lamp post number 82.","Location of the incident: Melinda River Road
Prominent landmarks: Gardens by the Bay
Expressway: NA
Nearby lamp post numbers: 82
Casualties: NA
Nature of traffic accident: Rear-end Collisions
Hazards or obstructions: NA
Vehicles involved: 3 cars in a pile-up
Actions taken by bystanders: NA
State of casualties involved in the accident: NA"
"Massive incident on Victoria Forks Road, it's a vehicle rollovers involving a cyclist. There's chaos, and people are trying to help. Near Gardens by the Bay, lamp post number 19.","Location of the incident: Victoria Forks Road
Prominent landmarks: Gardens by the Bay
Expressway: NA
Nearby lamp post numbers: 19
Casualties: NA
Nature of traffic accident: Vehicle Rollovers
Hazards or obstructions: NA
Vehicles involved: a cyclist
Actions taken by bystanders: NA
State of casualties involved in the accident: NA"
"Massive incident on Moyer Plain Road, it's a motorcycle accidents involving a cyclist. There's chaos, and people are trying to help. Near Gardens by the Bay, lamp post number 88.","Location of the incident: Moyer Plain Road
Prominent landmarks: Gardens by the Bay
Expressway: NA
Nearby lamp post numbers: 88
Casualties: NA
Nature of traffic accident: Motorcycle Accidents
Hazards or obstructions: NA
Vehicles involved: a cyclist
Actions taken by bystanders: NA
State of casualties involved in the accident: NA"
"Massive incident on Kimberly Roads Road, it's a cyclist accidents involving 3 cars in a pile-up. There's chaos, and people are trying to help. Near Changi Airport, lamp post number 96.","Location of the incident: Kimberly Roads Road
Prominent landmarks: Changi Airport
Expressway: NA
Nearby lamp post numbers: 96
Casualties: NA
Nature of traffic accident: Cyclist Accidents
Hazards or obstructions: NA
Vehicles involved: 3 cars in a pile-up
Actions taken by bystanders: NA
State of casualties involved in the accident: NA"
"Massive incident on Thompson Vista Road, it's a side-swipe accidents involving a car and a truck. There's chaos, and people are trying to help. Near Gardens by the Bay, lamp post number 62.","Location of the incident: Thompson Vista Road
Prominent landmarks: Gardens by the Bay
Expressway: NA
Nearby lamp post numbers: 62
Casualties: NA
Nature of traffic accident: Side-swipe Accidents
Hazards or obstructions: NA
Vehicles involved: a car and a truck
Actions taken by bystanders: NA
State of casualties involved in the accident: NA"
"Massive incident on Michele Meadows Road, it's a hit and run involving a pedestrian. There's chaos, and people are trying to help. Near Gardens by the Bay, lamp post number 5.","Location of the incident: Michele Meadows Road
Prominent landmarks: Gardens by the Bay
Expressway: NA
Nearby lamp post numbers: 5
Casualties: NA
Nature of traffic accident: Hit and Run
Hazards or obstructions: NA
Vehicles involved: a pedestrian
Actions taken by bystanders: NA
State of casualties involved in the accident: NA"
"Massive incident on Kristy Brooks Road, it's a vehicle rollovers involving a cyclist. There's chaos, and people are trying to help. Near Gardens by the Bay, lamp post number 54.","Location of the incident: Kristy Brooks Road
Prominent landmarks: Gardens by the Bay
Expressway: NA
Nearby lamp post numbers: 54
Casualties: NA
Nature of traffic accident: Vehicle Rollovers
Hazards or obstructions: NA
Vehicles involved: a cyclist
Actions taken by bystanders: NA
State of casualties involved in the accident: NA"
"Massive incident on Schmidt Orchard Road, it's a fender benders involving 2 cars. There's chaos, and people are trying to help. Near Changi Airport, lamp post number 39.","Location of the incident: Schmidt Orchard Road
Prominent landmarks: Changi Airport
Expressway: NA
Nearby lamp post numbers: 39
Casualties: NA
Nature of traffic accident: Fender Benders
Hazards or obstructions: NA
Vehicles involved: 2 cars
Actions taken by bystanders: NA
State of casualties involved in the accident: NA"
"Massive incident on White Spurs Road, it's a multi-vehicle pile-ups involving a pedestrian. There's chaos, and people are trying to help. Near Gardens by the Bay, lamp post number 1.","Location of the incident: White Spurs Road
Prominent landmarks: Gardens by the Bay
Expressway: NA
Nearby lamp post numbers: 1
Casualties: NA
Nature of traffic accident: Multi-vehicle Pile-ups
Hazards or obstructions: NA
Vehicles involved: a pedestrian
Actions taken by bystanders: NA
State of casualties involved in the accident: NA"
"Massive incident on Dale Ranch Road, it's a head-on collisions involving a car and a motorcycle. There's chaos, and people are trying to help. Near Changi Airport, lamp post number 36.","Location of the incident: Dale Ranch Road
Prominent landmarks: Changi Airport
Expressway: NA
Nearby lamp post numbers: 36
Casualties: NA
Nature of traffic accident: Head-on Collisions
Hazards or obstructions: NA
Vehicles involved: a car and a motorcycle
Actions taken by bystanders: NA
State of casualties involved in the accident: NA"
"Massive incident on Deanna Flats Road, it's a side-swipe accidents involving a car and a truck. There's chaos, and people are trying to help. Near Gardens by the Bay, lamp post number 54.","Location of the incident: Deanna Flats Road
Prominent landmarks: Gardens by the Bay
Expressway: NA
Nearby lamp post numbers: 54
Casualties: NA
Nature of traffic accident: Side-swipe Accidents
Hazards or obstructions: NA
Vehicles involved: a car and a truck
Actions taken by bystanders: NA
State of casualties involved in the accident: NA"
"Massive incident on Harrison Stream Road, it's a hit and run involving 2 cars. There's chaos, and people are trying to help. Near Marina Bay Sands, lamp post number 58.","Location of the incident: Harrison Stream Road
Prominent landmarks: Marina Bay Sands
Expressway: NA
Nearby lamp post numbers: 58
Casualties: NA
Nature of traffic accident: Hit and Run
Hazards or obstructions: NA
Vehicles involved: 2 cars
Actions taken by bystanders: NA
State of casualties involved in the accident: NA"
"Massive incident on Burton Passage Road, it's a pedestrian accidents involving 3 cars in a pile-up. There's chaos, and people are trying to help. Near Marina Bay Sands, lamp post number 5.","Location of the incident: Burton Passage Road
Prominent landmarks: Marina Bay Sands
Expressway: NA
Nearby lamp post numbers: 5
Casualties: NA
Nature of traffic accident: Pedestrian Accidents
Hazards or obstructions: NA
Vehicles involved: 3 cars in a pile-up
Actions taken by bystanders: NA
State of casualties involved in the accident: NA"
"Massive incident on Nicole Crescent Road, it's a motorcycle accidents involving 3 cars in a pile-up. There's chaos, and people are trying to help. Near Marina Bay Sands, lamp post number 31.","Location of the incident: Nicole Crescent Road
Prominent landmarks: Marina Bay Sands
Expressway: NA
Nearby lamp post numbers: 31
Casualties: NA
Nature of traffic accident: Motorcycle Accidents
Hazards or obstructions: NA
Vehicles involved: 3 cars in a pile-up
Actions taken by bystanders: NA
State of casualties involved in the accident: NA"
"Massive incident on Romero Walks Road, it's a vehicle rollovers involving a pedestrian. There's chaos, and people are trying to help. Near Gardens by the Bay, lamp post number 25.","Location of the incident: Romero Walks Road
Prominent landmarks: Gardens by the Bay
Expressway: NA
Nearby lamp post numbers: 25
Casualties: NA
Nature of traffic accident: Vehicle Rollovers
Hazards or obstructions: NA
Vehicles involved: a pedestrian
Actions taken by bystanders: NA
State of casualties involved in the accident: NA"
"Massive incident on Wilson Creek Road, it's a rear-end collisions involving 2 cars. There's chaos, and people are trying to help. Near Marina Bay Sands, lamp post number 7.","Location of the incident: Wilson Creek Road
Prominent landmarks: Marina Bay Sands
Expressway: NA
Nearby lamp post numbers: 7
Casualties: NA
Nature of traffic accident: Rear-end Collisions
Hazards or obstructions: NA
Vehicles involved: 2 cars
Actions taken by bystanders: NA
State of casualties involved in the accident: NA"
"Massive incident on Davis Green Road, it's a pedestrian accidents involving a pedestrian. There's chaos, and people are trying to help. Near Gardens by the Bay, lamp post number 50.","Location of the incident: Davis Green Road
Prominent landmarks: Gardens by the Bay
Expressway: NA
Nearby lamp post numbers: 50
Casualties: NA
Nature of traffic accident: Pedestrian Accidents
Hazards or obstructions: NA
Vehicles involved: a pedestrian
Actions taken by bystanders: NA
State of casualties involved in the accident: NA"
"Massive incident on Jeffrey Burgs Road, it's a pedestrian accidents involving a cyclist. There's chaos, and people are trying to help. Near Changi Airport, lamp post number 88.","Location of the incident: Jeffrey Burgs Road
Prominent landmarks: Changi Airport
Expressway: NA
Nearby lamp post numbers: 88
Casualties: NA
Nature of traffic accident: Pedestrian Accidents
Hazards or obstructions: NA
Vehicles involved: a cyclist
Actions taken by bystanders: NA
State of casualties involved in the accident: NA"
"Massive incident on Berry Islands Road, it's a pedestrian accidents involving a car and a motorcycle. There's chaos, and people are trying to help. Near Gardens by the Bay, lamp post number 64.","Location of the incident: Berry Islands Road
Prominent landmarks: Gardens by the Bay
Expressway: NA
Nearby lamp post numbers: 64
Casualties: NA
Nature of traffic accident: Pedestrian Accidents
Hazards or obstructions: NA
Vehicles involved: a car and a motorcycle
Actions taken by bystanders: NA
State of casualties involved in the accident: NA"
"Massive incident on Cardenas Lane Road, it's a motorcycle accidents involving a cyclist. There's chaos, and people are trying to help. Near Gardens by the Bay, lamp post number 23.","Location of the incident: Cardenas Lane Road
Prominent landmarks: Gardens by the Bay
Expressway: NA
Nearby lamp post numbers: 23
Casualties: NA
Nature of traffic accident: Motorcycle Accidents
Hazards or obstructions: NA
Vehicles involved: a cyclist
Actions taken by bystanders: NA
State of casualties involved in the accident: NA"
"Massive incident on Yu Island Road, it's a cyclist accidents involving 3 cars in a pile-up. There's chaos, and people are trying to help. Near Marina Bay Sands, lamp post number 22.","Location of the incident: Yu Island Road
Prominent landmarks: Marina Bay Sands
Expressway: NA
Nearby lamp post numbers: 22
Casualties: NA
Nature of traffic accident: Cyclist Accidents
Hazards or obstructions: NA
Vehicles involved: 3 cars in a pile-up
Actions taken by bystanders: NA
State of casualties involved in the accident: NA"
"Massive incident on Jessica Road Road, it's a cyclist accidents involving a car and a motorcycle. There's chaos, and people are trying to help. Near Marina Bay Sands, lamp post number 8.","Location of the incident: Jessica Road Road
Prominent landmarks: Marina Bay Sands
Expressway: NA
Nearby lamp post numbers: 8
Casualties: NA
Nature of traffic accident: Cyclist Accidents
Hazards or obstructions: NA
Vehicles involved: a car and a motorcycle
Actions taken by bystanders: NA
State of casualties involved in the accident: NA"
